
"0","",""
"1551255","TD4096E.TXT.r_196"," lus kyi dbang po bzhin du bde 'gro na gcig tu dge ba kho na'i rnam par smin pa yin no // / ","0.0#TD4005E.TXT.r#551251#551258#TD4005E.TXT.r_300;TD4005E.TXT.r_301# dbang pos yul rtogs pa ltar ye shes des chos nyid rtogs shing de nyid mdzes pas na tog go // / "
"1551263","TD4096E.TXT.r_197"," nyi 'og pa ni yid mi bde ba yang dge mi dge lung ma bstan gsum char du 'dod do // / ","0.0#TD4005E.TXT.r#551259#551269#TD4005E.TXT.r_301;TD4005E.TXT.r_302;TD4005E.TXT.r_303# rgyal mtshan ni yon tan te thams cad 'khor ba las rgyal bar byed pa'i yon tan no // / "
"1551273","TD4096E.TXT.r_198;TD4096E.TXT.r_199"," yongs su nyams pa med pa'i rgyu ni de'i 'dod chags dang bral ba ni zhes bya ba la sogs pa ste / / +'jig rten pa dang 'jig rten las 'das pa'i lam gnyis kyis thob par byas pas de'i 'dod chags dang bral ba ni brtan pa yin te / / ","0.0#TD4005E.TXT.r#551268#551283#TD4005E.TXT.r_302;TD4005E.TXT.r_303;TD4005E.TXT.r_304# las ni rgyal po ste bya ba thams cad mdzad  pa'o ; / / +byang shar rol pa dang ldan pa'i zhing na shin tu rnam par gnon pa'i dpal dkar po sa gnon pa'i phyag rgya can no // / "
"1551288","TD4096E.TXT.r_200;TD4096E.TXT.r_201"," 'bras las nyams 'gyur / / +dang po las yin zhes 'chad par 'gyur ro // / ","0.0#TD4005E.TXT.r#551284#551291#TD4005E.TXT.r_303;TD4005E.TXT.r_304;TD4005E.TXT.r_305;TD4005E.TXT.r_306# byang shar rol pa dang ldan pa'i zhing na shin tu rnam par gnon pa'i dpal dkar po sa gnon pa'i phyag rgya can no // / +de la shin tu ni ye shes te yang dag pa'i ye shes so // / "
"1551296","TD4096E.TXT.r_202"," mthong ba'i lam ni 'dod pa'i khams kho nar yin te de'i phyir gdon mi za bar lus kyi dbang po  dang ldan no // / ","0.0#TD4005E.TXT.r#551292#551299#TD4005E.TXT.r_305;TD4005E.TXT.r_306;TD4005E.TXT.r_307# las ni rnam par gnon pa ste / / +sems can thams cad kyi bdud dang nyon mongs pa la sogs pa thams cad 'joms  pa'o ; / / "
"1551304","TD4096E.TXT.r_203;TD4096E.TXT.r_204"," 'dod chags dang bral ba la nges pa la 'jug pa'i tshe yid mi bde ba mi srid do zhe na / / +de'i phyir tshor ba bzhi dag dang zhes smos so // / ","0.0#TD4005E.TXT.r#551300#551312#TD4005E.TXT.r_306;TD4005E.TXT.r_307;TD4005E.TXT.r_308# sems can thams cad kyi bdud dang nyon mongs pa la sogs pa thams cad 'joms  pa'o ; / / +dpal ni yon tan te snga ma ltar gnyis so // / "
"1551315","TD4096E.TXT.r_205;TD4096E.TXT.r_206"," lhag ma rnams dang ni ldan pa yang yod mi ldan pa yang yod do // / +de dag dang 'brel pa'i 'dir pho dang mo'i dbang po dag kyang gang rung zhig brjod par bya'o zhes bya  ba'i rgol ba'i tshig ni brjod par mi bya ste 'khrug pa'i phyir ro // / ","0.0#TD4005E.TXT.r#551310#551322#TD4005E.TXT.r_308;TD4005E.TXT.r_309;TD4005E.TXT.r_310# 'og gi phyogs na nyon mongs pa med pa'i zhing na gyul las shin tu rnam par rgyal ba ni nag po khrab dang ral gri bsnams pa'o // / ","0.0#TD4005E.TXT.r#551322#551333#TD4005E.TXT.r_309;TD4005E.TXT.r_310;TD4005E.TXT.r_311;TD4005E.TXT.r_312# de'i las ni gyul las rgyal ba ste / / +sems can thams cad kyi las dang nyon mongs pa'i gyul ngo  bzlog pa'o // / "
"1551338","TD4096E.TXT.r_207"," res 'ga' ni rim gyis 'chi ba'i gnas skabs su dbang po 'gags kyang de'i tshe skye ba skye zhing nges pa la 'jug par 'gyur te / / ","0.0#TD4005E.TXT.r#551334#551355#TD4005E.TXT.r_312;TD4005E.TXT.r_313;TD4005E.TXT.r_314# yon tan ni rnam par rgyal ba ste bdag dang gzhan 'khor ba las rgyal ba'i nus pa mnga' ba'o // / +yang de dag gi phyi'i gzhi la shar phyogs dpal dang ldan pa'i zhing na rnam par gnon pas gshegs pa'i dpal dkar pos gnon dang mi 'jigs pa'i phyag  rgya can no // / "
"1551352","TD4096E.TXT.r_208;TD4096E.TXT.r_209"," de nyid kyi phyir mo yin pa la mo'i dbang po dang mi ldan pa yod dam zhe na / / +yod do zhes brjod de mo'i dbang po  'gags kyang de'i ris mthun pa mi 'gag pa'i phyir ro // / ","0.0#TD4005E.TXT.r#551356#551364#TD4005E.TXT.r_313;TD4005E.TXT.r_314;TD4005E.TXT.r_315;TD4005E.TXT.r_316# yang de dag gi phyi'i gzhi la shar phyogs dpal dang ldan pa'i zhing na rnam par gnon pas gshegs pa'i dpal dkar pos gnon dang mi 'jigs pa'i phyag  rgya can no // / +de'i las ni rnam par gnon pa ste snga ma bzhin no // / "
"1551368","TD4096E.TXT.r_210;TD4096E.TXT.r_211"," pho'i dbang po yang de 'da'o // / +de ltar na yang sems gcig la rtsing ba dang zhib pa gnyis mi 'thad de phan tshun 'gal ba'i phyir ro // / ","0.0#TD4005E.TXT.r#551363#551375#TD4005E.TXT.r_315;TD4005E.TXT.r_316;TD4005E.TXT.r_317# gshegs pa ni ye shes te mthar thug pa rtogs pa'o // / +yon tan ni dpal te snga ma ltar ro // / "
"1551380","TD4096E.TXT.r_212"," slob dpon 'dus bzangs na re sems gcig la dmigs shing rdzas mnyam yang mthu dus gzhan yin     // / ","0.0#TD4005E.TXT.r#551376#551386#TD4005E.TXT.r_317;TD4005E.TXT.r_318;TD4005E.TXT.r_319# lho phyogs snang ba bkod pa'i zhing na kun nas snang ba bkod pa'i dpal ser po nyi ma dang rin po che'i sdod bu bsnams pa'o // / "
"1551391","TD4096E.TXT.r_213;TD4096E.TXT.r_214"," pa'i phyir 'gal pa med de / / +tshogs la rtog pa'i mthus bla lhag na ni dpyod pa'i mthu nyams pa'i phyir sems rtsing bar 'gyur la / / ","0.0#TD4005E.TXT.r#551387#551402#TD4005E.TXT.r_318;TD4005E.TXT.r_319;TD4005E.TXT.r_320;TD4005E.TXT.r_321;TD4005E.TXT.r_322;TD4005E.TXT.r_323# de la  las ni kun nas snang ba ste / / +ye shes kyis sems can gyi ma rig pa sel ba'o // / "
"1551407","TD4096E.TXT.r_215"," dpyod pa'i mthu bla lhag na ni rtog pa'i mthu nyams pa'i phyir zhig par 'gyur te / / ","0.0#TD4005E.TXT.r#551403#551414#TD4005E.TXT.r_322;TD4005E.TXT.r_323;TD4005E.TXT.r_324# nub phyogs dpal dang ldan pa'i zhing na // / +rin chen padmas rnam par gnon pa dmar po rin po che dang padma bsnams pa'o //// / "
"1551417","TD4096E.TXT.r_216;TD4096E.TXT.r_217"," tsha dang chu grang reg bzhin no // / +'dir gang zhig mthu  shas che ba de ni sa dang mtshungs la / / ","0.0#TD4005E.TXT.r#551412#551431#TD4005E.TXT.r_323;TD4005E.TXT.r_324;TD4005E.TXT.r_325;TD4005E.TXT.r_326;TD4005E.TXT.r_327;TD4005E.TXT.r_328# rin chen padmas rnam par gnon pa dmar po rin po che dang padma bsnams pa'o //// / +de la rin chen ni yon tan no // / "
"1551428","TD4096E.TXT.r_218"," gang zhig shas chung ba de ni chu dang mtshungs pas dpe la mi mthun pa med do // / "
"1551436","TD4096E.TXT.r_219;TD4096E.TXT.r_220"," de ltar na rtog pa dpyod pa cig car ba yin la / / +sems rtsing ba de nyid zhib pa ma yin no zhes zer ro // / ","0.0#TD4005E.TXT.r#551432#551439#TD4005E.TXT.r_328# de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rin po che padma'i gdan la rab tu  bzhugs pa'i dbang gi rgyal po bzhugs shing 'tsho skyong ste / / "
"1551444","TD4096E.TXT.r_221;TD4096E.TXT.r_222"," sa'i bye brag gis ni 'dod pa'i khams na rtog pa kho na yod la / / +srid pa'i rtse mo  na dpyod pa kho na yod cing bar na gnyis ka yod par 'gyur ro // / ","0.0#TD4005E.TXT.r#551440#551454#TD4005E.TXT.r_328;TD4005E.TXT.r_329;TD4005E.TXT.r_330# de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rin po che padma'i gdan la rab tu  bzhugs pa'i dbang gi rgyal po bzhugs shing 'tsho skyong ste / / "
"1551459","TD4096E.TXT.r_223"," rnam pa'i bye brag gis ni sa thams cad na gnyis ka yang yod mod kyi 'dod pa'i khams dang bsam gtan dang po gnyis kho na na yod pa yang ma yin no // / ","0.0#TD4005E.TXT.r#551455#551465#TD4005E.TXT.r_330;TD4005E.TXT.r_331;TD4005E.TXT.r_332# nam mkha' ltar sngo ba phyag gnyis kyis ri rab bteg pa spyan drangs te bshags la / / "
"1551470","TD4096E.TXT.r_224"," slob dpon 'dus bzangs ni slar yang sems rtsing ba dang zhib pa nyid ni sems rtsing ba  dang zhib pa nyid do zhes ni mi smra'o // / ","0.0#TD4005E.TXT.r#551466#551476#TD4005E.TXT.r_331;TD4005E.TXT.r_332;TD4005E.TXT.r_333# sgrub pa pos ni de ltar bsams la bshags so // / +de bzhin gshegs pa la sogs pa  ni snga ma ltar shes par bya'o // / "
"1551481","TD4096E.TXT.r_225;TD4096E.TXT.r_226"," 'o na ji ltar zhe na / / +sems rtsing ba ni sems la yod pa'i rtsing ba'o // / ","0.0#TD4005E.TXT.r#551477#551484#TD4005E.TXT.r_333# de la rin po che padma ste des ni gdan gyi yon tan dang las dang ye shes bshad de gzhan las gdan 'di shes par bya'o // / "
"1551489","TD4096E.TXT.r_227;TD4096E.TXT.r_228"," de'i dngos po ni sems rtsing ba nyid do // / +sems zhib pa yang de dang 'dra'o zhes zer ro // / ","0.0#TD4005E.TXT.r#551485#551492#TD4005E.TXT.r_333;TD4005E.TXT.r_334;TD4005E.TXT.r_335# de la rin po che padma ste des ni gdan gyi yon tan dang las dang ye shes bshad de gzhan las gdan 'di shes par bya'o // / +la la las ni zla ba zhes pa yod de de ni las su shes par bya ste / / "
"1551497","TD4096E.TXT.r_229;TD4096E.TXT.r_230;TD4096E.TXT.r_231"," nam mkha' dang ni 'ga' yang ldan pa med do // / +ci'i phyir zhe na / / +'brel pa med pa'i phyir ro // / ","0.0#TD4005E.TXT.r#551493#551501#TD4005E.TXT.r_334;TD4005E.TXT.r_335;TD4005E.TXT.r_336# la la las ni zla ba zhes pa yod de de ni las su shes par bya ste / / +'di ni thams cad la shes par bya'o // / "
"1551505","TD4096E.TXT.r_232"," nam mkha' dang  ni gang yang 'brel pa med de dgag par bya ba dang 'gog pa med pa'i phyir ro // / ","0.0#TD4005E.TXT.r#551500#551509#TD4005E.TXT.r_336;TD4005E.TXT.r_337;TD4005E.TXT.r_338# ri dbang ni ye shes dang yon  tan te ri'i rgyal po ltar mi bsgul ba'i ye shes dang yon tan ri rab lta bu'o // / "
"1551513","TD4096E.TXT.r_233;TD4096E.TXT.r_234;TD4096E.TXT.r_235"," de'i 'di la thob pa med do // / +yan lag lnga rnam par spangs pa zhes bya ba la / / +tha ma'i cha dang mthun pa'i kun du sbyor ba lnga dag spangs par 'gyur zhing yongs su shes par 'gyur zhing / / ","0.0#TD4005E.TXT.r#551508#551517#TD4005E.TXT.r_336;TD4005E.TXT.r_337;TD4005E.TXT.r_338;TD4005E.TXT.r_339;TD4005E.TXT.r_340# ri dbang ni ye shes dang yon  tan te ri'i rgyal po ltar mi bsgul ba'i ye shes dang yon tan ri rab lta bu'o // / +rgyal po ni las so // / +de la sgo gsum dang bas phyag 'tshal lo // / ","0.0#TD4005E.TXT.r#551518#551526#TD4005E.TXT.r_338;TD4005E.TXT.r_339;TD4005E.TXT.r_340;TD4005E.TXT.r_341# de la sgo gsum dang bas phyag 'tshal lo // / +zhes pa ni tshig gi don to // / +'di dag ni sngon byon pa ste byang chub sems dpa' la ni ltung ba byung ba med cing bcos ma yin la / / "
"1551531","TD4096E.TXT.r_236;TD4096E.TXT.r_237"," 'di lta ste / / +'jig tshogs la lta  ba dang  tshul khrims dang brtul zhugs mchog tu 'dzin pa dang  the tshom dang  'dod pa la 'dun pa dang  gnod sems so // / ","0.0#TD4005E.TXT.r#551527#551534#TD4005E.TXT.r_340;TD4005E.TXT.r_341;TD4005E.TXT.r_342# 'di dag ni sngon byon pa ste byang chub sems dpa' la ni ltung ba byung ba med cing bcos ma yin la / / +ma 'ongs pa la  gdams pa ste bsams la bshags par bya'o // / "
"1551539","TD4096E.TXT.r_238"," gzhan dag na re tha ma'i cha dang mthun pa rnams ni sngar slob pa'i gnas skabs kho nar spangs zin pa'i phyir 'dir ni gong ma'i cha dang mthun pa rnams kho na gzung ste / / ","0.0#TD4005E.TXT.r#551535#551542#TD4005E.TXT.r_342;TD4005E.TXT.r_343# de ltar phyag 'tshal ba bshad nas de dag gi spyan sngar sdig pa bshags te / / ","0.0#TD4005E.TXT.r#551543#551550#TD4005E.TXT.r_343# de yang sangs rgyas de dag la thugs gtad par gsol ba gdab pa ni de dag la sogs te zhes bya ba la sogs pa gsungs so // / "
"1551554","TD4096E.TXT.r_239;TD4096E.TXT.r_240"," gzugs kyi 'dod chags dang  gzugs med pa'i 'dod chags dang  rgod pa dang nga rgyal dang rmongs pa'o zhes zer ro // / +gzhan dag na re / / ","0.0#TD4005E.TXT.r#551549#551558#TD4005E.TXT.r_343;TD4005E.TXT.r_344# de yang sangs rgyas de dag la thugs gtad par gsol ba gdab pa ni de dag la sogs te zhes bya ba la sogs pa gsungs so // / "
"1551562","TD4096E.TXT.r_241"," lnga par mtshungs pa'i phyir gong ma'i cha dang mthun pa dang tha ma'i cha dang mthun pa rnams gnyis ka gzung ste gnas brgyad la mkhas pa ston pa bzhin no    zhes zer ro // / ","0.0#TD4005E.TXT.r#551557#551566#TD4005E.TXT.r_344# de la bdag gis pus mo  gnyis sa la btsugs lag pa spyi bor thal mo sbyar te gus pas 'di dag brjod pas bdag gi dbang po mdzad par bsam mo // / ","0.0#TD4005E.TXT.r#551567#551574#TD4005E.TXT.r_344;TD4005E.TXT.r_345;TD4005E.TXT.r_346# de la bdag gis pus mo  gnyis sa la btsugs lag pa spyi bor thal mo sbyar te gus pas 'di dag brjod pas bdag gi dbang po mdzad par bsam mo // / +de la de dag ni so so lnga po de dag go // / "
"1551578","TD4096E.TXT.r_242"," thob pa ni gang zhig yod na mngon du ma gyur pa yang chud mi za bar 'gyur ba'i chos zhig go // / ","0.0#TD4005E.TXT.r#551573#551593#TD4005E.TXT.r_345;TD4005E.TXT.r_346;TD4005E.TXT.r_347;TD4005E.TXT.r_348;TD4005E.TXT.r_349;TD4005E.TXT.r_350# de la de dag ni so so lnga po de dag go // / +de ni gdul bya la dgongs pa ste / / ","0.025#TD4000E.TXT.r#2800804#2800804#TD4000E.TXT.r_834;TD4000E.TXT.r_835# 'dod chags la sogs pa'i dgra rnams bcom pa'o // / +'jig rten thams cad kyis mchod par 'os pas na dgra bcom pa'o // / ","0.025#TD4090.1E.TXT.r#1668374#1668379#TD4090.1E.TXT.r_11804;TD4090.1E.TXT.r_11805# 'jig pa'i sred pa ni chad par lta bas rgyas par 'gyur ba'i phyir ro // / +skye ba'i srid pa'i phyogs ni rtag par lta bas rgyas par 'gyur ba'i phyir ro // / ","0.025#TD4091E.TXT.r#732020#732022#TD4091E.TXT.r_6780;TD4091E.TXT.r_6781# 'jig pa'i sred pa ni chad bar lta bas rgyas bar 'gyur ba'i phyir ro // / +skye ba'i sred pa'i phyogs ni rtag par lta bas rgyas par 'gyur ba'i phyir ro // / ","0.025#TD4095E.TXT.r#89466#89469#TD4095E.TXT.r_5122;TD4095E.TXT.r_5123# 'jig pa'i sred pa chad par lta bas rgyas par 'gyur ba'i phyir ro // / +skye ba'i sred pa'i phyogs ni rtag par lta bas rgyas par 'gyur ba'i phyir ro // / ","0.026#TD4035E.TXT.r#212421#212421#TD4035E.TXT.r_14948# ngag dang  rtog pa dang  tshol ba'i nyes pa dang  bsam gtan la brten pa gsum gyi mthar gyur pa'i nyes pa dang  rten    cing 'brel par 'byung bar gtogs pa'i len pa'i kun nas nyon mongs pa'i phyogs skyed par byed pa'i nyes pa dang  'du byed kyi kun nas nyon mongs pa'i phyogs skyed par byed pa'i nyes pa ste / / ","0.028#TD4010E.TXT.r#2286866#2286866#TD4010E.TXT.r_7190;TD4010E.TXT.r_7191# mthu chen po dang ldan  pa'i lha rnams kyis dam pa'i chos thos pa las byung ba'i dga' ba rab kyi mthar thug par gyur pa las byung bas kun du 'khor bar gyur pa las 'khrugs pa'o // / +brtan pa'i 'jig rten yang thams cad las 'das pa'i de bzhin gshegs pa'i bstan pa'i chos nyid kyi dbang por gyur ba nyid du bstan  pa dang ; / ","0.028#TD4047E.TXT.r#1139135#1139135#TD4047E.TXT.r_2570;TD4047E.TXT.r_2571# 'on kyang thog ma med pa'i dus nas gcig nas gcig tu brgyud de 'ongs pa'i ming gi rnam par rtog pa'i dbang gis so zhes bstan pa'i phyir ro // / +'jig rten rnams kyi mkhas par 'dod pas na mkhas pa'o // / ","0.029#TD4037E.TXT.r#1331301#1331301#TD4037E.TXT.r_2131;TD4037E.TXT.r_2132# rig pa'i gnas kyis yongs su  bsdus pa de dag thams cad ni rig pa'i gnas lnga po dag yin te / / +nang gi rig pa dang  gtan tshigs kyi rig pa dang  sgra'i rig pa dang  nad gso ba'i rig pa dang  bzo dang las kyi gnas kyi rig pa'o // / ","0.029#TD4036E.TXT.r#45063#45063#TD4036E.TXT.r_6865# de la dmigs pa'i sred pas yang 'byung ba'i sred pa'i srid par skyed par byed cing / / "
"1551589","TD4096E.TXT.r_243;TD4096E.TXT.r_244;TD4096E.TXT.r_245"," nga 'dir khungs ni / / +so sor thob la kun du ldan pas na // / +zhes bya ba 'di yin no // / "
"1551598","TD4096E.TXT.r_246;TD4096E.TXT.r_247"," 'dod pa na spyod pa'i gzugs dge ba dang mi dge ba sbyor ba las byung ba yin gyi skyes nas thob pa ni ma yin  no ; / / +mnyam par ma bzhag pa'i sa pa yin pa'i phyir ma 'ongs pa'i rnyed pa ni ma yin te / / ","0.0#TD4005E.TXT.r#551594#551605#TD4005E.TXT.r_349;TD4005E.TXT.r_350;TD4005E.TXT.r_351# de bzhin gshegs pa la sogs pa ni go sla'o // / +ji snyed cig ni bgrang ba las 'das pa'i grangs so // / "
"1551610","TD4096E.TXT.r_248;TD4096E.TXT.r_249"," de'i phyir de'i thob pa sngar skye ba med do // / +ma thob pa ni skye ba'i rten gyi dbang gis rnam par gzhag gi chos kyi dbang gis ma yin no // / ","0.0#TD4005E.TXT.r#551606#551620#TD4005E.TXT.r_351;TD4005E.TXT.r_352;TD4005E.TXT.r_353;TD4005E.TXT.r_354# 'tsho ba ni thugs rje'i spyan gyis sems can gzigs nas skyong ba'o // / +gzhes pa ni bzhugs pa ste 'khor ba ji srid kyi bar du'o // / "
"1551625","TD4096E.TXT.r_250;TD4096E.TXT.r_251"," chos dang 'gal ba'i phyir ro // / +slob dpon 'dus bzangs na re skal pa  mnyam pa zhes bya ba ni sems can 'gro ba gcig tu skyes pa rnams kyi lus dang dbang po dang dbyibs dang gyo ba dang zas la sogs pa'i rgyur gyur cing phan tshun dga' bar 'brel pa'i rgyu mtshan yin no // / ","0.0#TD4005E.TXT.r#551621#551628#TD4005E.TXT.r_353;TD4005E.TXT.r_354;TD4005E.TXT.r_355;TD4005E.TXT.r_356# bcom ldan 'das ni skal ba dang ldan zhing bdud bzhi bcom pa'o // / +de dag thams cad ni so lnga la sogs pa'o // / +bdag ces pa ni dang bo'i ming brjod par bya'o // / ","0.0#TD4005E.TXT.r#551629#551647#TD4005E.TXT.r_355;TD4005E.TXT.r_356;TD4005E.TXT.r_357;TD4005E.TXT.r_358;TD4005E.TXT.r_359# bdag ces pa ni dang bo'i ming brjod par bya'o // / +thugs mi 'gyur bar gsol ba gdab ba ni dgongs su gsol ba'o // / "
"1551652","TD4096E.TXT.r_252"," sems can ma yin pa'i skal pa mnyam pa nyid kyang ci'i phyir mi 'dod ces gang smras na  khyed cag gis 'gro ba dang skye gnas rnams khas blangs pas rtsva dang aa mra la sogs pa'i 'gro ba dang  la phug dang mon sran sde'u skye gnas dag kyang ci ste khas mi len / / ","0.0#TD4005E.TXT.r#551648#551655#TD4005E.TXT.r_359;TD4005E.TXT.r_360# bdag gi dus 'di tsam du sdig pa byas so zhes sems la bsams nas 'gyod pa bskyed pa'o // / ","0.0#TD4005E.TXT.r#551656#551670#TD4005E.TXT.r_359;TD4005E.TXT.r_360;TD4005E.TXT.r_361# bdag gi dus 'di tsam du sdig pa byas so zhes sems la bsams nas 'gyod pa bskyed pa'o // / +de la skye ba 'di ni dus 'dir sdig pa byas pa dran par bya'o // / "
"1551674","TD4096E.TXT.r_253"," bcom ldan 'das kyis ma gsungs pa'i phyir yin na ni sems can ma yin pa'i skal pa mnyam pa yang khas mi len te / / ","0.0#TD4005E.TXT.r#551669#551678#TD4005E.TXT.r_361;TD4005E.TXT.r_362;TD4005E.TXT.r_363# des mtshon nas skye ba thog ma med pa ste  snga ma 'das pa nas dpag tu med pa ste / / "
"1551683","TD4096E.TXT.r_254;TD4096E.TXT.r_255"," bcom  ldan 'das kyis ma gsungs pa'i phyir ro zhes zer ro // / +'dod pa'i khams su skyes par gyur te zhes bya ba 'di la rgyu ci yod ce na / / ","0.0#TD4005E.TXT.r#551679#551691#TD4005E.TXT.r_362;TD4005E.TXT.r_363;TD4005E.TXT.r_364;TD4005E.TXT.r_365# 'khor ba thog ma med pa'i dus can no // / +thog ma med pa ni spyir dgongs pa 'khor ba'i sems can nam mkha' ltar mtha' yas pa'o // / "
"1551696","TD4096E.TXT.r_256"," de'i phyir gang zhig der skyes par gyur pa zhes rgyas par smos te / / ","0.0#TD4005E.TXT.r#551692#551699#TD4005E.TXT.r_364;TD4005E.TXT.r_365# de dag tu 'khor ba ni zo chun gyi 'khrul 'khor ltar yang nas yang du 'byung zhing 'jig pa'o // / +de yang tshe  rabs snga ma la sogs par 'khor ba bzhin 'di dang phyis so // / "
"1551704","TD4096E.TXT.r_257"," byang gi sgra mi snyan pa rnams kyi lha ltar skye ba'i las bzhin du 'du shes med pa'i sems can rnams kyi  'dod pa'i khams su skye ba myong bar 'gyur ba'i las nges pa yin pa'i phyir ro // / ","0.0#TD4005E.TXT.r#551700#551713#TD4005E.TXT.r_365;TD4005E.TXT.r_366;TD4005E.TXT.r_367# de yang tshe  rabs snga ma la sogs par 'khor ba bzhin 'di dang phyis so // / +skye gnas gzhan ni byol song la sogs pa drug po'i mngal la sogs par ro // / "
"1551718","TD4096E.TXT.r_258"," 'phags pa'i ma yin nges pa la zhugs pa nyid kyis ngan song dang 'du shes med ba pa dang  tshangs pa chen por skye ba rnams kyis brtags pa ma yin pa'i 'gog pa thob ste / / ","0.0#TD4005E.TXT.r#551714#551725#TD4005E.TXT.r_367;TD4005E.TXT.r_368;TD4005E.TXT.r_369# gsum pa rang gi ngo bo'i sgo nas sdig pa bshags pa ni / / "
"1551730","TD4096E.TXT.r_259;TD4096E.TXT.r_260"," lta ba'i gnas yin pa'i phyir dang  'phags  pa'i lam dang 'gal ba'i phyir ro // / +de'i phyir 'dris kyang ma brtsal bar mi 'thob po // / ","0.0#TD4005E.TXT.r#551726#551737#TD4005E.TXT.r_369;TD4005E.TXT.r_370;TD4005E.TXT.r_371# de yang bdag gis sdig pa 'di tsam zhig byas  pa zhes 'gyod de / / "
"1551742","TD4096E.TXT.r_261;TD4096E.TXT.r_262"," 'o na ci zhe na dus gcig pa 'thob po // / +'di ni gnas skabs thams cad du so sor thar pa'i sdom pa bzhin du sngon med pa 'thob pa'i phyir 'das pa mi 'thob po // / ","0.0#TD4005E.TXT.r#551738#551753#TD4005E.TXT.r_370;TD4005E.TXT.r_371;TD4005E.TXT.r_372;TD4005E.TXT.r_373# sems sun bton la bshags par bya'o zhes bya ba'i don to // / +sdig pa byas pa yang rgyu ma rig pa bla brten nas rkyen 'dod chags la sogs pa gsum gyi phyed po lus la sogs pa gsum gyis byas so // / "
"1551757","TD4096E.TXT.r_263;TD4096E.TXT.r_264"," de'i phyir je dang po dus da ltar ba kho na 'thob po //// / +skad cig ma gnyis pa la sogs pa dag tu ni 'das pa dang yang ldan la / / ","0.0#TD4005E.TXT.r#551752#551765#TD4005E.TXT.r_371;TD4005E.TXT.r_372;TD4005E.TXT.r_373# sdig pa byas pa yang rgyu ma rig pa bla brten nas rkyen 'dod chags la sogs pa gsum gyi phyed po lus la sogs pa gsum gyis byas so // / +de yang gsum ste / / "
"1551769","TD4096E.TXT.r_265;TD4096E.TXT.r_266;TD4096E.TXT.r_267"," ma langs pa ni da ltar ba dag kyang yang ngo // / +langs pa ni 'das pa kho na dang ngo // / +ji srid mi gtong ba ni de srid du zhes bya ba ni yongs su ma nyams kyi bar du zhes bya ba'i don to // / ","0.0#TD4005E.TXT.r#551763#551780#TD4005E.TXT.r_373;TD4005E.TXT.r_374;TD4005E.TXT.r_375;TD4005E.TXT.r_376# byas la ma bsags pa dang  ma byas  kyang bsags pa dang  byas la bsags pa'i sdig pa gsum ste 'di dag ni mdo sde ltar shes par bya'o // / "
"1551785","TD4096E.TXT.r_268"," sems med pa yin pa'i  phyir ma 'ongs pa mi 'thob ste lha'i mig dang rna ba bzhin no // / ","0.0#TD4005E.TXT.r#551781#551788#TD4005E.TXT.r_375;TD4005E.TXT.r_376;TD4005E.TXT.r_377;TD4005E.TXT.r_378# 'bras bu ngan song skyed cing dam pas smad pas na mi dge ba'o // / +las ni gos shing 'byar ba ste / / +lus la sogs pas srog  gcod pa la sogs pa bcu'o // / "
"1551793","TD4096E.TXT.r_269"," slob dpon 'dus bzangs na re de'i sa pa'i 'ching ba ma spangs pa'i de bskyed par mi nus te / / ","0.0#TD4005E.TXT.r#551789#551796#TD4005E.TXT.r_377;TD4005E.TXT.r_378;TD4005E.TXT.r_379# lus la sogs pas srog  gcod pa la sogs pa bcu'o // / +lci yang la sogs pa ni gzhan ltar shes par bya'o // / "
"1551801","TD4096E.TXT.r_270"," mthong bas spang bar bya ba las ni ma 'das par ni srid pa'i rtse mor 'gog pa'i snyoms par 'jug pa bskyed par mi nus la / / ","0.0#TD4005E.TXT.r#551797#551807#TD4005E.TXT.r_378;TD4005E.TXT.r_379;TD4005E.TXT.r_380# lci yang la sogs pa ni gzhan ltar shes par bya'o // / +de yang gsum ste bdag gis dngos su byas pa dang  gzhan bgyid du stsal ba dang  byed pa la rjes su yi rang ba gsum ni rnam par smin pa 'dra ste / / "
"1551812","TD4096E.TXT.r_271;TD4096E.TXT.r_272"," so so'i skye bo ni  de las 'das pa yang yod pa ma yin no zhes zer ro // / +ci'i phyir srid pa'i rtse mo'i 'og gi sa dag la 'gog pa la snyoms par mi 'jug ce na / / ","0.0#TD4005E.TXT.r#551808#551819#TD4005E.TXT.r_379;TD4005E.TXT.r_380;TD4005E.TXT.r_381;TD4005E.TXT.r_382;TD4005E.TXT.r_383# de yang gsum ste bdag gis dngos su byas pa dang  gzhan bgyid du stsal ba dang  byed pa la rjes su yi rang ba gsum ni rnam par smin pa 'dra ste / / +khyad par du ni bgyid du stsal ba ste theg pa chen     // / "
"1551824","TD4096E.TXT.r_273;TD4096E.TXT.r_274"," rgyab kyis phyogs pa dang mthar thug par gcod pa dag gi rnam par thar pa der 'gyur ba'i phyir ro // / +rnam par thar pa de ni rgyu gnyis kyis rnam par gzhag ste / / ","0.0#TD4005E.TXT.r#551820#551831#TD4005E.TXT.r_383;TD4005E.TXT.r_384;TD4005E.TXT.r_385# bye brag ni ma byin par len pa la sogs pa'i nang nas lci ba lnga las 'dir gsum ste / / "
