id,label
sn35.71,sn35.71
ja411,ja411
ja413,ja413
an3.79,an3.79
ja409,ja409
an10.214,an10.214
sn22.28,sn22.28
sn22.27,sn22.27
patthana21.30,patthana21.30
mn109,mn109
sn22.82,sn22.82
sn35.13,sn35.13
sn35.14,sn35.14
mil5.4.8,mil5.4.8
an3.10,an3.10
sn56.8,sn56.8
sn8.10,sn8.10
ja485,ja485
ja335,ja335
ja337,ja337
ja331,ja331
ja338,ja338
ja307,ja307
ja308,ja308
an4.81,an4.81
tha-ap402,tha-ap402
patthana22.20,patthana22.20
tha-ap413,tha-ap413
mil5.4.10,mil5.4.10
kv1.7,kv1.7
tha-ap407,tha-ap407
tha-ap414,tha-ap414
tha-ap401,tha-ap401
tha-ap411,tha-ap411
tha-ap10,tha-ap10
tha-ap395,tha-ap395
tha-ap398,tha-ap398
patthana16.17,patthana16.17
patthana5.2,patthana5.2
kv1.5,kv1.5
cnd6,cnd6
kv15.6,kv15.6
kv3.5,kv3.5
an6.58,an6.58
sn46.46,sn46.46
sn12.11,sn12.11
tha-ap219,tha-ap219
kv2.3,kv2.3
kv5.3,kv5.3
kv5.4,kv5.4
tha-ap371,tha-ap371
kv4.2,kv4.2
ja410,ja410
an6.31,an6.31
pli-tv-pvr1.10,pli-tv-pvr1.10
tha-ap278,tha-ap278
ps2.1,ps2.1
mil3.3.5,mil3.3.5
sn42.13,sn42.13
ya7.2.1,ya7.2.1
kv20.3,kv20.3
sn22.83,sn22.83
mn140,mn140
ps2.5,ps2.5
ps2.3,ps2.3
ps2.7,ps2.7
ps2.8,ps2.8
ya10.3.4,ya10.3.4
sn17.28,sn17.28
an10.91,an10.91
an4.95,an4.95
mil3.2.6,mil3.2.6
an5.140,an5.140
ps1.10,ps1.10
an3.121,an3.121
ja530,ja530
ps1.4,ps1.4
an8.119,an8.119
patthana10.12,patthana10.12
ja272,ja272
ya7.2.3,ya7.2.3
ja277,ja277
sn6.1,sn6.1
mn14,mn14
an4.47,an4.47
tha-ap292,tha-ap292
an5.25,an5.25
ja236,ja236
an10.115,an10.115
an4.180,an4.180
ja464,ja464
sn14.31,sn14.31
ya5.1.1,ya5.1.1
an3.94,an3.94
mil5.2.7,mil5.2.7
tha-ap167,tha-ap167
mil7.5.1,mil7.5.1
kv23.2,kv23.2
tha-ap279,tha-ap279
an5.169,an5.169
mn130,mn130
patthana19.3,patthana19.3
ya2.1.2,ya2.1.2
tha-ap563,tha-ap563
sn22.43,sn22.43
iti77,iti77
vv79,vv79
vv83,vv83
vv80,vv80
vv78,vv78
dn32,dn32
ja159,ja159
ja154,ja154
ja155,ja155
ja207,ja207
sn4.19,sn4.19
snp5.9,snp5.9
ja157,ja157
ja202,ja202
sn35.86,sn35.86
sn18.1,sn18.1
sn22.159,sn22.159
mn22,mn22
mil4.1,mil4.1
sn7.9,sn7.9
snp3.4,snp3.4
sn55.40,sn55.40
mn7,mn7
sn7.5,sn7.5
sn7.15,sn7.15
sn35.132,sn35.132
sn7.8,sn7.8
ja518,ja518
sn7.11,sn7.11
snp1.4,snp1.4
mn31,mn31
sn2.10,sn2.10
sn2.9,sn2.9
patthana8.30,patthana8.30
dn3,dn3
dn4,dn4
ja292,ja292
mil7.8.3,mil7.8.3
mn95,mn95
an5.50,an5.50
mn90,mn90
mn100,mn100
sn55.7,sn55.7
an6.38,an6.38
an5.73,an5.73
an4.172,an4.172
mil6.2.7,mil6.2.7
pli-tv-pvr6,pli-tv-pvr6
patthana14.2,patthana14.2
mil4.3,mil4.3
patthana10.17,patthana10.17
sn12.21,sn12.21
sn22.102,sn22.102
dn27,dn27
ne10,ne10
sn42.6,sn42.6
ya6.1.2,ya6.1.2
ja344,ja344
thag3.14,thag3.14
dn26,dn26
dt2.2,dt2.2
ja221,ja221
ne31,ne31
sn12.70,sn12.70
sn2.7,sn2.7
tha-ap238,tha-ap238
sn56.26,sn56.26
mn56,mn56
an3.35,an3.35
tha-ap186,tha-ap186
an3.70,an3.70
an8.42,an8.42
an8.45,an8.45
dn19,dn19
kv19.6,kv19.6
patthana14.14,patthana14.14
ja475,ja475
ps2.10,ps2.10
sn41.1,sn41.1
mn66,mn66
mn4,mn4
thig16.1,thig16.1
an7.26,an7.26
tha-ap366,tha-ap366
ud2.6,ud2.6
sn45.34,sn45.34
an1.333-377,an1.333-377
tha-ap336,tha-ap336
sn4.5,sn4.5
an5.41,an5.41
an5.56,an5.56
sn6.5,sn6.5
an7.47,an7.47
sn45.25,sn45.25
an3.85,an3.85
sn45.24,sn45.24
sn26.1,sn26.1
thag1.69,thag1.69
sn16.11,sn16.11
patthana23.37,patthana23.37
an4.39,an4.39
patthana17.21,patthana17.21
sn22.60,sn22.60
an3.34,an3.34
an4.238,an4.238
an5.14,an5.14
kv4.1,kv4.1
sn12.23,sn12.23
sn46.9,sn46.9
iti102,iti102
an4.185,an4.185
ud7.9,ud7.9
an3.86,an3.86
kp6,kp6
patthana15.12,patthana15.12
sn56.17,sn56.17
pv32,pv32
patthana8.31,patthana8.31
an10.14,an10.14
ps3.9,ps3.9
thag17.2,thag17.2
sn17.7,sn17.7
sn17.6,sn17.6
an10.102,an10.102
sn46.19,sn46.19
sn46.20,sn46.20
sn46.37,sn46.37
an10.79,an10.79
an10.77,an10.77
ja263,ja263
an3.56,an3.56
ja261,ja261
ja507,ja507
mn117,mn117
ja262,ja262
an8.63,an8.63
sn26.10,sn26.10
sn26.7,sn26.7
sn26.9,sn26.9
sn18.22,sn18.22
dhp21-32,dhp21-32
ya7.2.4,ya7.2.4
patthana17.4,patthana17.4
ya7.2.6,ya7.2.6
ya7.2.7,ya7.2.7
sn44.6,sn44.6
ya10.3.1,ya10.3.1
ya6.3,ya6.3
kv4.8,kv4.8
sn37.10,sn37.10
ja185,ja185
sn22.155,sn22.155
sn35.186,sn35.186
patthana17.1,patthana17.1
an5.126,an5.126
tha-ap394,tha-ap394
an3.39,an3.39
sn7.1,sn7.1
cnd17,cnd17
an3.29,an3.29
mn131,mn131
an9.69,an9.69
an1.278-286,an1.278-286
an1.287-295,an1.287-295
an5.30,an5.30
an6.34,an6.34
mn143,mn143
tha-ap88,tha-ap88
tha-ap298,tha-ap298
an10.73,an10.73
an4.200,an4.200
mil5.2.6,mil5.2.6
tha-ap553,tha-ap553
mil5.2.3,mil5.2.3
mil5.2.1,mil5.2.1
mil5.2.4,mil5.2.4
mil5.1.8,mil5.1.8
mil5.5.4,mil5.5.4
mil5.5.10,mil5.5.10
mil5.1.4,mil5.1.4
mil5.4.1,mil5.4.1
tha-ap156,tha-ap156
tha-ap364,tha-ap364
tha-ap52,tha-ap52
tha-ap204,tha-ap204
tha-ap228,tha-ap228
tha-ap201,tha-ap201
an1.209-218,an1.209-218
sn23.8,sn23.8
ja443,ja443
sn23.7,sn23.7
sn23.5,sn23.5
an6.22,an6.22
an6.69,an6.69
an6.6,an6.6
sn56.18,sn56.18
patthana20.5,patthana20.5
sn35.232,sn35.232
sn48.45,sn48.45
thag1.81,thag1.81
sn14.39,sn14.39
ja472,ja472
ja470,ja470
ja467,ja467
ja473,ja473
ja471,ja471
sn35.140,sn35.140
ja465,ja465
kv12.2,kv12.2
ja495,ja495
kv10.11,kv10.11
kv10.10,kv10.10
an3.140,an3.140
kv13.5,kv13.5
kv13.6,kv13.6
kv6.3,kv6.3
sn3.12,sn3.12
kv19.1,kv19.1
mn86,mn86
sn46.51,sn46.51
kv10.1,kv10.1
kv10.6,kv10.6
kv10.3,kv10.3
iti90,iti90
iti93,iti93
iti79,iti79
ya7.2.8,ya7.2.8
iti63,iti63
iti95,iti95
sn37.33,sn37.33
thi-ap2,thi-ap2
mil2,mil2
thag1.61,thag1.61
sn46.130,sn46.130
sn56.105-107,sn56.105-107
ne5,ne5
sn50.99-108,sn50.99-108
sn53.45-54,sn53.45-54
tha-ap304,tha-ap304
sn51.77-86,sn51.77-86
sn46.175-184,sn46.175-184
sn48.169-178,sn48.169-178
ja466,ja466
sn25.7,sn25.7
sn43.7,sn43.7
ja523,ja523
mn64,mn64
sn56.34,sn56.34
an4.61,an4.61
thig2.5,thig2.5
thig2.6,thig2.6
an4.198,an4.198
tha-ap135,tha-ap135
mn12,mn12
an10.30,an10.30
an3.156-162,an3.156-162
an6.57,an6.57
an9.20,an9.20
patthana21.13,patthana21.13
sn25.10,sn25.10
mn16,mn16
tha-ap412,tha-ap412
an10.149,an10.149
kv16.4,kv16.4
kv3.2,kv3.2
sn48.18,sn48.18
an2.52-63,an2.52-63
sn22.7,sn22.7
sn35.97,sn35.97
sn40.10,sn40.10
sn55.18,sn55.18
sn55.19,sn55.19
sn55.20,sn55.20
an5.26,an5.26
mn28,mn28
sn47.10,sn47.10
an11.12,an11.12
mn87,mn87
sn45.157,sn45.157
sn21.2,sn21.2
sn48.68,sn48.68
sn45.149,sn45.149
snp5.1,snp5.1
tha-ap325,tha-ap325
patthana8.49,patthana8.49
patthana8.14,patthana8.14
ja12,ja12
sn12.83-92,sn12.83-92
ja20,ja20
ja16,ja16
ja17,ja17
ja18,ja18
ja13,ja13
ja14,ja14
ja11,ja11
tha-ap537,tha-ap537
snp4.15,snp4.15
kv1.8,kv1.8
ud4.2,ud4.2
kv9.6,kv9.6
ud6.5,ud6.5
bv24,bv24
an4.137,an4.137
sn46.32,sn46.32
dn1,dn1
an10.50,an10.50
an6.12,an6.12
sn29.3,sn29.3
sn7.16,sn7.16
an6.13,an6.13
patthana16.82,patthana16.82
patthana16.83,patthana16.83
sn1.48,sn1.48
ud6.1,ud6.1
an4.24,an4.24
pv45,pv45
sn2.20,sn2.20
sn3.25,sn3.25
sn3.1,sn3.1
sn21.3,sn21.3
thag20.1,thag20.1
sn1.40,sn1.40
sn1.20,sn1.20
sn8.1,sn8.1
sn8.2,sn8.2
an4.54,an4.54
sn8.4,sn8.4
ja427,ja427
ja438,ja438
dn11,dn11
sn9.14,sn9.14
ja72,ja72
bv3,bv3
thi-ap20,thi-ap20
thag5.6,thag5.6
thi-ap30,thi-ap30
an10.99,an10.99
pe9,pe9
an4.192,an4.192
patthana16.18,patthana16.18
ne4,ne4
mil6.4.2,mil6.4.2
kv22.3,kv22.3
sn3.4,sn3.4
pe7,pe7
thi-ap8,thi-ap8
an2.21-31,an2.21-31
an3.66,an3.66
sn22.121,sn22.121
sn35.110,sn35.110
bv7,bv7
sn46.22,sn46.22
tha-ap179,tha-ap179
sn22.48,sn22.48
sn22.120,sn22.120
sn35.109,sn35.109
sn35.123,sn35.123
tha-ap393,tha-ap393
thag2.17,thag2.17
sn35.130,sn35.130
tha-ap157,tha-ap157
tha-ap161,tha-ap161
tha-ap155,tha-ap155
tha-ap236,tha-ap236
sn24.4,sn24.4
sn22.153,sn22.153
sn40.7,sn40.7
mil3.4.7,mil3.4.7
an8.70,an8.70
patthana17.16,patthana17.16
patthana17.17,patthana17.17
patthana13.3,patthana13.3
patthana22.5,patthana22.5
patthana19.1,patthana19.1
thig3.1,thig3.1
thig2.10,thig2.10
thig3.2,thig3.2
thig2.9,thig2.9
thig6.5,thig6.5
an3.24,an3.24
patthana15.15,patthana15.15
an10.219,an10.219
patthana17.14,patthana17.14
an8.29,an8.29
thig1.5,thig1.5
dhp306-319,dhp306-319
an5.172,an5.172
sn5.4,sn5.4
sn5.6,sn5.6
sn5.5,sn5.5
sn5.9,sn5.9
sn5.7,sn5.7
sn35.115,sn35.115
sn5.10,sn5.10
tha-ap455,tha-ap455
tha-ap493,tha-ap493
mil3.1.2,mil3.1.2
pp2.2,pp2.2
an5.55,an5.55
sn4.15,sn4.15
thag16.9,thag16.9
sn29.6,sn29.6
sn29.9,sn29.9
sn29.5,sn29.5
sn29.4,sn29.4
sn29.8,sn29.8
sn35.119,sn35.119
tha-ap145,tha-ap145
tha-ap13,tha-ap13
tha-ap249,tha-ap249
tha-ap177,tha-ap177
tha-ap48,tha-ap48
an3.129,an3.129
sn37.4,sn37.4
sn46.23,sn46.23
sn22.59,sn22.59
mil6.3.2,mil6.3.2
sn46.36,sn46.36
sn48.4,sn48.4
sn48.2,sn48.2
sn48.3,sn48.3
sn48.6,sn48.6
kv3.6,kv3.6
tha-ap273,tha-ap273
tha-ap280,tha-ap280
tha-ap47,tha-ap47
patthana14.11,patthana14.11
patthana8.12,patthana8.12
patthana18.14,patthana18.14
patthana15.30,patthana15.30
patthana16.11,patthana16.11
patthana20.2,patthana20.2
sn3.15,sn3.15
thig5.11,thig5.11
thig7.1,thig7.1
an6.27,an6.27
an10.25,an10.25
an10.26,an10.26
mn77,mn77
sn47.13,sn47.13
an4.45,an4.45
kv1.10,kv1.10
an4.36,an4.36
ud8.7,ud8.7
mn36,mn36
sn47.9,sn47.9
ja468,ja468
sn47.14,sn47.14
sn47.44,sn47.44
ud8.8,ud8.8
tha-ap49,tha-ap49
cp1,cp1
tha-ap424,tha-ap424
tha-ap77,tha-ap77
ja132,ja132
ja136,ja136
ja139,ja139
ja138,ja138
ja137,ja137
ja134,ja134
tha-ap138,tha-ap138
tha-ap185,tha-ap185
tha-ap257,tha-ap257
tha-ap505,tha-ap505
tha-ap351,tha-ap351
tha-ap382,tha-ap382
mil7.3.8,mil7.3.8
mil7.3.6,mil7.3.6
mil7.5.6,mil7.5.6
patthana16.46,patthana16.46
mil7.5.4,mil7.5.4
mil7.4.3,mil7.4.3
dhp320-333,dhp320-333
an9.94,an9.94
sn40.8,sn40.8
ud8.1,ud8.1
sn12.24,sn12.24
an7.70,an7.70
sn12.25,sn12.25
sn12.17,sn12.17
an3.57,an3.57
an4.193,an4.193
mn71,mn71
sn12.26,sn12.26
patthana21.8,patthana21.8
tha-ap475,tha-ap475
an4.222,an4.222
mil3.6.4,mil3.6.4
patthana23.51,patthana23.51
sn22.38,sn22.38
sn45.12,sn45.12
an4.173,an4.173
sn47.85-94,sn47.85-94
an6.107,an6.107
an4.239,an4.239
an4.263,an4.263
an4.240,an4.240
an3.149,an3.149
an3.147,an3.147
sn6.11,sn6.11
mn74,mn74
kv16.3,kv16.3
patthana22.29,patthana22.29
an5.57,an5.57
sn56.12,sn56.12
an5.54,an5.54
an5.60,an5.60
an5.161,an5.161
patthana21.9,patthana21.9
sn3.5,sn3.5
tha-ap340,tha-ap340
an5.250,an5.250
an5.48,an5.48
bv21,bv21
sn47.2,sn47.2
patthana23.23,patthana23.23
an7.28,an7.28
patthana15.85,patthana15.85
patthana17.15,patthana17.15
patthana13.16,patthana13.16
patthana23.15,patthana23.15
patthana3.14,patthana3.14
sn55.29,sn55.29
patthana21.53,patthana21.53
mn108,mn108
patthana22.33,patthana22.33
tha-ap245,tha-ap245
patthana12.12,patthana12.12
patthana9.13,patthana9.13
an1.219-234,an1.219-234
an1.188-197,an1.188-197
an1.198-208,an1.198-208
kv3.10,kv3.10
an7.38,an7.38
an7.39,an7.39
dhp100-115,dhp100-115
tha-ap374,tha-ap374
tha-ap376,tha-ap376
tha-ap117,tha-ap117
patthana20.8,patthana20.8
sn47.43,sn47.43
sn35.62,sn35.62
sn35.52,sn35.52
sn35.60,sn35.60
sn38.14,sn38.14
sn45.165,sn45.165
mil6.3.9,mil6.3.9
sn38.10,sn38.10
sn38.7,sn38.7
dn6,dn6
sn45.18,sn45.18
sn45.6,sn45.6
sn39.1,sn39.1
sn46.11,sn46.11
ps3.4,ps3.4
sn51.3,sn51.3
tha-ap368,tha-ap368
tha-ap80,tha-ap80
tha-ap473,tha-ap473
tha-ap507,tha-ap507
tha-ap108,tha-ap108
tha-ap334,tha-ap334
tha-ap104,tha-ap104
tha-ap112,tha-ap112
tha-ap446,tha-ap446
tha-ap27,tha-ap27
dt2.7,dt2.7
dt2.10,dt2.10
dt2.12,dt2.12
dt2.5,dt2.5
dt2.8,dt2.8
dt2.14,dt2.14
dt2.13,dt2.13
dt2.11,dt2.11
thig13.3,thig13.3
vv47,vv47
vv37,vv37
patthana21.5,patthana21.5
vv29,vv29
vv38,vv38
ud7.7,ud7.7
sn19.15,sn19.15
vv39,vv39
an4.187,an4.187
an5.197,an5.197
mn110,mn110
an3.60,an3.60
mil3.3.3,mil3.3.3
patthana15.78,patthana15.78
patthana18.8,patthana18.8
thag1.60,thag1.60
patthana22.12,patthana22.12
ud5.10,ud5.10
patthana16.91,patthana16.91
patthana21.16,patthana21.16
patthana15.66,patthana15.66
ya9.2.1,ya9.2.1
ya9.2.2,ya9.2.2
ya2.2.1,ya2.2.1
ya6.2.1,ya6.2.1
ya4.2.1,ya4.2.1
tha-ap109,tha-ap109
an10.27,an10.27
an10.60,an10.60
patthana23.17,patthana23.17
thag16.4,thag16.4
mil7.3.5,mil7.3.5
ja288,ja288
iti101,iti101
pp1.8,pp1.8
sn11.18,sn11.18
thag9.1,thag9.1
an4.85,an4.85
sn1.60,sn1.60
patthana10.8,patthana10.8
mil6.1.7,mil6.1.7
an8.44,an8.44
thag6.13,thag6.13
ya5.2.2,ya5.2.2
sn56.74,sn56.74
tha-ap459,tha-ap459
tha-ap289,tha-ap289
tha-ap516,tha-ap516
tha-ap286,tha-ap286
tha-ap456,tha-ap456
tha-ap519,tha-ap519
ja421,ja421
an6.10,an6.10
tha-ap12,tha-ap12
tha-ap345,tha-ap345
tha-ap539,tha-ap539
vv63,vv63
an3.20,an3.20
tha-ap94,tha-ap94
sn47.63-72,sn47.63-72
sn51.45-54,sn51.45-54
sn53.13-22,sn53.13-22
sn50.13-22,sn50.13-22
sn49.13-22,sn49.13-22
sn46.143-152,sn46.143-152
an4.34,an4.34
sn45.139,sn45.139
ud6.10,ud6.10
sn13.8,sn13.8
sn13.7,sn13.7
sn56.57,sn56.57
sn56.58,sn56.58
patthana4.3,patthana4.3
patthana9.9,patthana9.9
patthana24.11,patthana24.11
sn35.70,sn35.70
patthana15.27,patthana15.27
an8.85,an8.85
an10.111,an10.111
mn50,mn50
sn55.9,sn55.9
pli-tv-pvr13,pli-tv-pvr13
mn96,mn96
an4.101,an4.101
kv13.8,kv13.8
tha-ap154,tha-ap154
patthana3.10,patthana3.10
patthana16.9,patthana16.9
patthana15.29,patthana15.29
patthana16.10,patthana16.10
thag4.12,thag4.12
an9.41,an9.41
patthana19.5,patthana19.5
patthana22.1,patthana22.1
sn45.103,sn45.103
an4.272,an4.272
patthana15.31,patthana15.31
tha-ap23,tha-ap23
patthana24.3,patthana24.3
tha-ap82,tha-ap82
ya3.1.1,ya3.1.1
ya3.1.2,ya3.1.2
patthana23.24,patthana23.24
dhp76-89,dhp76-89
ya4.1.1,ya4.1.1
pli-tv-pvr3,pli-tv-pvr3
sn55.35,sn55.35
tha-ap60,tha-ap60
tha-ap350,tha-ap350
an2.163-179,an2.163-179
an2.87-97,an2.87-97
ds1.3,ds1.3
an2.98-117,an2.98-117
an2.130-140,an2.130-140
an2.180-229,an2.180-229
kv8.5,kv8.5
an2.151-162,an2.151-162
an2.1-10,an2.1-10
cnd1,cnd1
tha-ap367,tha-ap367
an4.23,an4.23
an8.53,an8.53
kp9,kp9
sn16.7,sn16.7
cnd3,cnd3
tha-ap215,tha-ap215
tha-ap34,tha-ap34
tha-ap484,tha-ap484
sn13.1,sn13.1
an10.74,an10.74
an10.78,an10.78
dn30,dn30
sn22.70,sn22.70
thag2.9,thag2.9
kv7.2,kv7.2
kv7.7,kv7.7
an9.52,an9.52
an10.29,an10.29
kv7.3,kv7.3
ds2.2.1,ds2.2.1
kv13.4,kv13.4
an5.112,an5.112
tha-ap242,tha-ap242
an5.114,an5.114
an5.116,an5.116
an5.118,an5.118
an5.120,an5.120
an5.119,an5.119
an5.146,an5.146
an4.262,an4.262
an10.76,an10.76
kv4.9,kv4.9
thig6.7,thig6.7
ja304,ja304
patthana15.76,patthana15.76
ja254,ja254
tha-ap29,tha-ap29
an10.170,an10.170
pv44,pv44
pv51,pv51
an4.90,an4.90
pv6,pv6
kv19.4,kv19.4
mil7.2.6,mil7.2.6
pv24,pv24
pv34,pv34
an3.84,an3.84
an3.81,an3.81
sn9.9,sn9.9
an3.82,an3.82
an3.83,an3.83
an3.87,an3.87
sn47.51-62,sn47.51-62
an6.105,an6.105
kv18.8,kv18.8
kv8.10,kv8.10
an9.31,an9.31
mnd3,mnd3
an2.118-129,an2.118-129
thag1.112,thag1.112
patthana9.12,patthana9.12
patthana18.27,patthana18.27
an10.31,an10.31
an10.97,an10.97
an10.100,an10.100
an10.39,an10.39
ya2.2.3,ya2.2.3
an5.78,an5.78
sn38.13,sn38.13
an5.110,an5.110
an7.84,an7.84
ud8.5,ud8.5
an8.24,an8.24
mil7.2.5,mil7.2.5
patthana16.26,patthana16.26
sn35.133,sn35.133
an10.176,an10.176
mil3.5.5,mil3.5.5
sn4.13,sn4.13
sn35.246,sn35.246
sn55.6,sn55.6
ud5.8,ud5.8
ud3.6,ud3.6
ud5.6,ud5.6
sn7.13,sn7.13
ud4.1,ud4.1
an4.22,an4.22
an10.28,an10.28
vv53,vv53
an8.28,an8.28
an8.27,an8.27
thag4.1,thag4.1
an8.25,an8.25
an8.23,an8.23
tha-ap270,tha-ap270
an8.21,an8.21
tha-ap130,tha-ap130
sn7.18,sn7.18
an1.316-332,an1.316-332
an5.88,an5.88
sn35.230,sn35.230
iti58,iti58
an1.61-70,an1.61-70
sn6.6,sn6.6
sn2.3,sn2.3
tha-ap378,tha-ap378
tha-ap462,tha-ap462
patthana10.9,patthana10.9
kv16.2,kv16.2
sn22.30,sn22.30
sn48.59,sn48.59
sn35.22,sn35.22
sn26.5,sn26.5
patthana17.18,patthana17.18
sn35.134,sn35.134
ud3.3,ud3.3
sn33.16-20,sn33.16-20
sn33.6-10,sn33.6-10
sn33.11-15,sn33.11-15
sn33.51-54,sn33.51-54
tha-ap384,tha-ap384
mn120,mn120
an8.26,an8.26
pv35,pv35
sn55.37,sn55.37
mn136,mn136
tha-ap305,tha-ap305
an5.217,an5.217
an4.96,an4.96
an4.99,an4.99
ja38,ja38
an5.17,an5.17
an3.68,an3.68
an4.125,an4.125
ne9,ne9
an4.126,an4.126
an4.128,an4.128
an4.52,an4.52
an4.119,an4.119
an4.171,an4.171
an3.116,an3.116
an4.168,an4.168
an8.35,an8.35
dhp146-156,dhp146-156
patthana13.10,patthana13.10
patthana21.32,patthana21.32
patthana7.10,patthana7.10
patthana4.8,patthana4.8
patthana23.9,patthana23.9
patthana23.28,patthana23.28
patthana22.21,patthana22.21
patthana15.79,patthana15.79
ds1.1,ds1.1
tha-ap320,tha-ap320
patthana24.16,patthana24.16
sn48.48,sn48.48
sn45.109,sn45.109
sn7.10,sn7.10
patthana11.15,patthana11.15
an11.10,an11.10
patthana7.11,patthana7.11
kv3.4,kv3.4
sn31.2,sn31.2
an1.616-627,an1.616-627
an9.23,an9.23
sn45.154,sn45.154
an3.78,an3.78
ja168,ja168
ja170,ja170
ja162,ja162
ja166,ja166
tha-ap549,tha-ap549
ja164,ja164
sn48.11,sn48.11
sn48.9,sn48.9
ya2.1.1,ya2.1.1
sn48.38,sn48.38
tha-ap535,tha-ap535
sn48.31,sn48.31
sn48.36,sn48.36
an4.2,an4.2
an4.4,an4.4
an4.8,an4.8
an4.9,an4.9
an4.3,an4.3
thag1.63,thag1.63
an5.28,an5.28
snp4.9,snp4.9
sn35.89,sn35.89
ja294,ja294
kv2.4,kv2.4
thag6.5,thag6.5
sn32.3-12,sn32.3-12
patthana15.90,patthana15.90
an4.260,an4.260
sn22.3,sn22.3
thag5.12,thag5.12
sn21.8,sn21.8
sn35.234,sn35.234
patthana14.12,patthana14.12
sn22.94,sn22.94
sn56.102,sn56.102
sn56.131,sn56.131
sn56.120-122,sn56.120-122
sn56.126-128,sn56.126-128
sn56.123-125,sn56.123-125
sn56.111-113,sn56.111-113
sn12.61,sn12.61
sn22.97,sn22.97
sn56.61,sn56.61
sn56.62,sn56.62
sn13.5,sn13.5
sn56.51,sn56.51
sn56.52,sn56.52
sn56.60,sn56.60
ya5.3.4,ya5.3.4
ya5.3.5,ya5.3.5
ya5.3.2,ya5.3.2
ya5.3.6,ya5.3.6
an9.61,an9.61
an9.59,an9.59
sn47.26,sn47.26
sn47.27,sn47.27
an4.113,an4.113
an9.42,an9.42
an9.44,an9.44
an9.47,an9.47
an9.43,an9.43
kv14.1,kv14.1
sn35.21,sn35.21
tha-ap363,tha-ap363
tha-ap372,tha-ap372
tha-ap349,tha-ap349
patthana21.31,patthana21.31
sn11.22,sn11.22
sn27.10,sn27.10
an4.98,an4.98
an8.46,an8.46
tha-ap16,tha-ap16
thag10.4,thag10.4
mil6.3.4,mil6.3.4
mil5.3.3,mil5.3.3
an4.181,an4.181
an3.98,an3.98
patthana15.70,patthana15.70
an10.172,an10.172
ja524,ja524
mn138,mn138
mn18,mn18
sn35.116,sn35.116
tha-ap59,tha-ap59
sn16.2,sn16.2
an10.109,an10.109
an5.4,an5.4
an5.3,an5.3
an6.83,an6.83
an5.135,an5.135
an5.239,an5.239
an5.35,an5.35
sn46.45,sn46.45
sn46.47,sn46.47
sn46.41,sn46.41
an4.28,an4.28
sn22.62,sn22.62
an4.29,an4.29
an4.30,an4.30
pv12,pv12
sn17.29,sn17.29
sn17.32,sn17.32
sn17.33,sn17.33
mn69,mn69
ja107,ja107
mn6,mn6
ja269,ja269
ja268,ja268
dhp360-382,dhp360-382
ja273,ja273
sn32.13-52,sn32.13-52
an1.258-267,an1.258-267
an5.64,an5.64
an5.68,an5.68
an5.67,an5.67
an5.61,an5.61
an10.216,an10.216
an10.238,an10.238
sn35.104,sn35.104
sn35.235,sn35.235
mil5.2.5,mil5.2.5
an10.211,an10.211
ne14,ne14
an10.213,an10.213
patthana23.25,patthana23.25
an10.215,an10.215
patthana21.50,patthana21.50
sn22.79,sn22.79
sn3.18,sn3.18
an11.16,an11.16
an9.37,an9.37
sn46.29,sn46.29
mn19,mn19
mn21,mn21
sn12.52,sn12.52
sn17.11,sn17.11
sn38.6,sn38.6
an1.98-139,an1.98-139
ja363,ja363
ja368,ja368
ja369,ja369
ja362,ja362
ja366,ja366
ja364,ja364
ja367,ja367
snp2.3,snp2.3
ja320,ja320
thag3.15,thag3.15
ja380,ja380
patthana23.2,patthana23.2
sn1.42,sn1.42
sn1.50,sn1.50
sn1.41,sn1.41
sn1.45,sn1.45
sn1.44,sn1.44
an4.243,an4.243
an5.128,an5.128
kv16.1,kv16.1
an6.120-139,an6.120-139
tha-ap32,tha-ap32
an4.165,an4.165
an4.112,an4.112
pp2.9,pp2.9
sn56.68,sn56.68
an4.76,an4.76
tha-ap7,tha-ap7
an3.28,an3.28
thag1.115,thag1.115
sn55.32,sn55.32
tha-ap471,tha-ap471
sn14.34,sn14.34
an3.99,an3.99
sn16.8,sn16.8
an8.14,an8.14
an6.59,an6.59
iti91,iti91
iti92,iti92
mil7.3.9,mil7.3.9
patthana23.57,patthana23.57
an3.26,an3.26
an4.194,an4.194
pp1.3,pp1.3
an3.11,an3.11
an3.126,an3.126
an3.150,an3.150
thag1.42,thag1.42
thag10.1,thag10.1
an1.575-615,an1.575-615
an5.141,an5.141
ja203,ja203
an4.10,an4.10
an5.181,an5.181
an5.190,an5.190
sn34.46-49,sn34.46-49
sn34.55,sn34.55
sn34.1,sn34.1
an5.184,an5.184
an3.45,an3.45
an5.222,an5.222
snp1.6,snp1.6
an4.26,an4.26
iti108,iti108
iti104,iti104
an4.43,an4.43
ja219,ja219
dt2.4,dt2.4
mn89,mn89
snp1.8,snp1.8
an7.63,an7.63
tha-ap534,tha-ap534
ps3.2,ps3.2
thag10.3,thag10.3
thag16.8,thag16.8
dhp167-178,dhp167-178
ps3.8,ps3.8
pli-tv-pvr19,pli-tv-pvr19
snp1.3,snp1.3
sn48.44,sn48.44
ja529,ja529
mil3.2.1,mil3.2.1
sn35.242,sn35.242
pp1.6,pp1.6
ne32,ne32
sn20.10,sn20.10
thig12.1,thig12.1
